id,skill,num_rel_jobs,main_city,city,state,latitude,longitude,population_2013,created_at,updated_at
891,iOS,5,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
892,C++,8,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
893,Javascript,6,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
894,.NET,2,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
895,Ruby,83,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
896,NoSQL,79,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
897,MySQL,140,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
898,PHP,127,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
899,Android,127,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
900,Java,425,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
901,Python,246,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
902,iOS,123,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
903,C++,562,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
904,Javascript,383,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
905,.NET,394,"San Diego, CA",San Diego,California,32.715738,-117.161084,1355896,0000-00-00 00:00:00,0000-00-00 00:00:00
906,iOS,2,"Los Angeles, CA",San Fernando,California,34.052234,-118.243685,24220,0000-00-00 00:00:00,0000-00-00 00:00:00
907,C++,1,"Los Angeles, CA",San Fernando,California,34.052234,-118.243685,24220,0000-00-00 00:00:00,0000-00-00 00:00:00
908,Ruby,765,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
909,NoSQL,304,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
910,MySQL,531,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
911,PHP,362,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
912,Android,592,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
913,Java,789,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
914,Python,763,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
915,iOS,700,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
916,C++,655,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
917,Javascript,766,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
918,.NET,512,"San Francisco, CA",San Francisco,California,37.774929,-122.419416,837442,0000-00-00 00:00:00,0000-00-00 00:00:00
919,C++,1,"Los Angeles, CA",San Gabriel,California,34.052234,-118.243685,40275,0000-00-00 00:00:00,0000-00-00 00:00:00
920,PHP,80,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
921,Android,100,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
922,Java,257,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
923,Ruby,123,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
924,NoSQL,115,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
925,MySQL,126,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
926,Python,267,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
927,iOS,111,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
928,C++,270,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
929,Javascript,200,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
930,.NET,121,"San Jose, CA",San Jose,California,37.338208,-121.886329,998537,0000-00-00 00:00:00,0000-00-00 00:00:00
931,Java,6,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
932,Ruby,1,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
933,MySQL,1,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
934,C++,19,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
935,Javascript,1,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
936,.NET,8,"San Francisco, CA",San Leandro,California,37.774929,-122.419416,87965,0000-00-00 00:00:00,0000-00-00 00:00:00
937,C++,1,"Los Angeles, CA",San Marino,California,34.052234,-118.243685,13327,0000-00-00 00:00:00,0000-00-00 00:00:00
938,PHP,45,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
939,Android,46,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
940,Java,71,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
941,Ruby,46,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
942,NoSQL,45,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
943,MySQL,46,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
944,Python,59,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
945,iOS,41,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
946,C++,52,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
947,Javascript,60,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
948,.NET,43,"San Francisco, CA",San Mateo,California,37.774929,-122.419416,101128,0000-00-00 00:00:00,0000-00-00 00:00:00
949,PHP,4,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
950,Android,3,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
951,Java,3,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
952,Ruby,2,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
953,NoSQL,4,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
954,MySQL,1,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
955,iOS,4,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
956,C++,2,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
957,Javascript,1,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
958,.NET,11,"San Francisco, CA",San Rafael,California,37.774929,-122.419416,58994,0000-00-00 00:00:00,0000-00-00 00:00:00
959,Ruby,6,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
960,.NET,12,"San Francisco, CA",San Ramon,California,37.774929,-122.419416,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
961,PHP,6,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
962,Android,5,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
963,Java,40,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
964,NoSQL,10,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
965,MySQL,17,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
966,Python,12,"San Francisco, CA",San Ramon,California,37.774929,-122.419416,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
967,iOS,9,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
968,C++,14,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
969,Javascript,19,"San Jose, CA",San Ramon,California,37.338208,-121.886329,74513,0000-00-00 00:00:00,0000-00-00 00:00:00
970,Ruby,55,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
971,.NET,58,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
972,PHP,41,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
973,Android,67,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
974,Java,126,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
975,NoSQL,36,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
976,MySQL,56,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
977,Python,114,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
978,iOS,61,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
979,C++,159,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
980,Javascript,98,"San Jose, CA",Santa Clara,California,37.338208,-121.886329,120245,0000-00-00 00:00:00,0000-00-00 00:00:00
981,.NET,4,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
982,PHP,1,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
983,Android,1,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
984,Java,1,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
985,iOS,2,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
986,C++,7,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
987,Javascript,2,"Los Angeles, CA",Santa Fe Springs,California,34.052234,-118.243685,17053,0000-00-00 00:00:00,0000-00-00 00:00:00
988,.NET,55,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
989,Ruby,53,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
990,PHP,52,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
991,Android,43,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
992,Java,95,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
993,MongoDB,9,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
994,NoSQL,18,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
995,MySQL,44,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
996,Python,87,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
997,iOS,52,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
998,C++,64,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
999,Javascript,102,"Los Angeles, CA",Santa Monica,California,34.052234,-118.243685,92472,0000-00-00 00:00:00,0000-00-00 00:00:00
1000,C++,1,"San Diego, CA",Santee,California,32.715738,-117.161084,56105,0000-00-00 00:00:00,0000-00-00 00:00:00
