id,skill,num_rel_jobs,main_city,city,state,latitude,longitude,population_2013,created_at,updated_at
679,Java,1,"San Francisco, CA",Martinez,California,37.774929,-122.419416,37165,0000-00-00 00:00:00,0000-00-00 00:00:00
680,PHP,33,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
681,NoSQL,21,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
682,Javascript,43,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
683,iOS,24,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
684,Android,21,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
685,C++,42,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
686,MySQL,27,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
687,.NET,12,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
688,Python,58,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
689,Ruby,22,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
690,Java,32,"San Jose, CA",Menlo Park,California,37.338208,-121.886329,33071,0000-00-00 00:00:00,0000-00-00 00:00:00
691,Python,2,"San Francisco, CA",Millbrae,California,37.774929,-122.419416,22424,0000-00-00 00:00:00,0000-00-00 00:00:00
692,Ruby,1,"San Francisco, CA",Millbrae,California,37.774929,-122.419416,22424,0000-00-00 00:00:00,0000-00-00 00:00:00
693,Javascript,2,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
694,Java,4,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
695,Android,1,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
696,Python,3,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
697,C++,3,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
698,Ruby,1,"San Francisco, CA",Mill Valley,California,37.774929,-122.419416,14311,0000-00-00 00:00:00,0000-00-00 00:00:00
699,Java,17,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
700,Javascript,15,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
701,NoSQL,5,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
702,PHP,12,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
703,iOS,12,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
704,Android,14,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
705,MySQL,18,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
706,C++,23,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
707,Python,27,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
708,.NET,9,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
709,Ruby,3,"San Jose, CA",Milpitas,California,37.338208,-121.886329,69783,0000-00-00 00:00:00,0000-00-00 00:00:00
710,Javascript,2,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
711,Java,2,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
712,PHP,2,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
713,iOS,1,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
714,Android,1,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
715,MySQL,1,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
716,Python,2,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
717,C++,6,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
718,.NET,4,"Los Angeles, CA",Monrovia,California,34.052234,-118.243685,37101,0000-00-00 00:00:00,0000-00-00 00:00:00
719,Javascript,1,"Los Angeles, CA",Montebello,California,34.052234,-118.243685,63495,0000-00-00 00:00:00,0000-00-00 00:00:00
720,PHP,1,"Los Angeles, CA",Montebello,California,34.052234,-118.243685,63495,0000-00-00 00:00:00,0000-00-00 00:00:00
721,MySQL,1,"Los Angeles, CA",Montebello,California,34.052234,-118.243685,63495,0000-00-00 00:00:00,0000-00-00 00:00:00
722,.NET,2,"Los Angeles, CA",Montebello,California,34.052234,-118.243685,63495,0000-00-00 00:00:00,0000-00-00 00:00:00
723,Java,5,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
724,Javascript,2,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
725,iOS,2,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
726,PHP,1,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
727,MySQL,2,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
728,C++,7,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
729,Ruby,1,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
730,.NET,10,"Los Angeles, CA",Monterey Park,California,34.052234,-118.243685,61085,0000-00-00 00:00:00,0000-00-00 00:00:00
731,Java,2,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
732,Ruby,2,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
733,C++,3,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
734,.NET,4,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
735,Javascript,2,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
736,iOS,3,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
737,PHP,2,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
738,Android,3,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
739,Python,1,"San Jose, CA",Morgan Hill,California,37.338208,-121.886329,40836,0000-00-00 00:00:00,0000-00-00 00:00:00
740,NoSQL,51,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
741,.NET,66,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
742,Ruby,73,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
743,Java,193,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
744,C++,109,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
745,Javascript,188,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
746,PHP,70,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
747,iOS,98,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
748,Android,173,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
749,MySQL,100,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
750,Python,184,"San Jose, CA",Mountain View,California,37.338208,-121.886329,77846,0000-00-00 00:00:00,0000-00-00 00:00:00
751,C++,2,"San Diego, CA",National City,California,32.715738,-117.161084,59834,0000-00-00 00:00:00,0000-00-00 00:00:00
752,MySQL,9,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
753,Python,15,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
754,NoSQL,6,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
755,Ruby,12,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
756,Java,20,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
757,.NET,23,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
758,C++,31,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
759,Javascript,17,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
760,iOS,29,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
761,PHP,13,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
762,Android,34,"San Jose, CA",Newark,California,37.338208,-121.886329,44096,0000-00-00 00:00:00,0000-00-00 00:00:00
763,C++,3,"Los Angeles, CA",Norwalk,California,34.052234,-118.243685,106589,0000-00-00 00:00:00,0000-00-00 00:00:00
764,iOS,1,"Los Angeles, CA",Norwalk,California,34.052234,-118.243685,106589,0000-00-00 00:00:00,0000-00-00 00:00:00
765,.NET,1,"Los Angeles, CA",Norwalk,California,34.052234,-118.243685,106589,0000-00-00 00:00:00,0000-00-00 00:00:00
766,Android,1,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
767,Ruby,12,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
768,PHP,13,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
769,C++,11,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
770,Javascript,1,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
771,Python,14,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
772,MySQL,6,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
773,NoSQL,11,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
774,Java,4,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
775,.NET,5,"San Francisco, CA",Novato,California,37.774929,-122.419416,54194,0000-00-00 00:00:00,0000-00-00 00:00:00
776,C++,67,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
777,Android,17,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
778,Javascript,32,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
779,.NET,42,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
780,iOS,24,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
781,Ruby,14,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
782,PHP,17,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
783,Python,28,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
784,MySQL,18,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
785,NoSQL,11,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
786,Java,31,"San Francisco, CA",Oakland,California,37.774929,-122.419416,406253,0000-00-00 00:00:00,0000-00-00 00:00:00
787,Ruby,1,"San Francisco, CA",Orinda,California,37.774929,-122.419416,18681,0000-00-00 00:00:00,0000-00-00 00:00:00
788,.NET,1,"San Francisco, CA",Orinda,California,37.774929,-122.419416,18681,0000-00-00 00:00:00,0000-00-00 00:00:00
789,Python,2,"San Francisco, CA",Orinda,California,37.774929,-122.419416,18681,0000-00-00 00:00:00,0000-00-00 00:00:00
790,Javascript,1,"San Francisco, CA",Pacifica,California,37.774929,-122.419416,38606,0000-00-00 00:00:00,0000-00-00 00:00:00
791,PHP,64,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
792,Java,164,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
793,.NET,56,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
794,Android,131,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
795,iOS,141,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
796,Javascript,180,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
797,Ruby,118,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
798,C++,123,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
799,Python,147,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
800,MySQL,84,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
801,NoSQL,73,"San Jose, CA",Palo Alto,California,37.338208,-121.886329,66642,0000-00-00 00:00:00,0000-00-00 00:00:00
802,C++,1,"Los Angeles, CA",Paramount,California,34.052234,-118.243685,54980,0000-00-00 00:00:00,0000-00-00 00:00:00
803,PHP,22,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
804,Java,50,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
805,.NET,46,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
806,Android,19,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
807,Ruby,22,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
808,iOS,24,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
809,Javascript,48,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
810,Python,40,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
811,MySQL,19,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
812,C++,59,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
813,NoSQL,4,"Los Angeles, CA",Pasadena,California,34.052234,-118.243685,139731,0000-00-00 00:00:00,0000-00-00 00:00:00
814,C++,5,"Los Angeles, CA",Pico Rivera,California,34.052234,-118.243685,63771,0000-00-00 00:00:00,0000-00-00 00:00:00
815,Android,1,"Los Angeles, CA",Pico Rivera,California,34.052234,-118.243685,63771,0000-00-00 00:00:00,0000-00-00 00:00:00
816,iOS,2,"Los Angeles, CA",Pico Rivera,California,34.052234,-118.243685,63771,0000-00-00 00:00:00,0000-00-00 00:00:00
817,.NET,1,"Los Angeles, CA",Placentia,California,34.052234,-118.243685,52206,0000-00-00 00:00:00,0000-00-00 00:00:00
818,C++,2,"San Francisco, CA",Pleasant Hill,California,37.774929,-122.419416,34127,0000-00-00 00:00:00,0000-00-00 00:00:00
819,Java,1,"San Francisco, CA",Pleasant Hill,California,37.774929,-122.419416,34127,0000-00-00 00:00:00,0000-00-00 00:00:00
820,PHP,1,"San Francisco, CA",Pleasant Hill,California,37.774929,-122.419416,34127,0000-00-00 00:00:00,0000-00-00 00:00:00
821,.NET,2,"San Francisco, CA",Pleasant Hill,California,37.774929,-122.419416,34127,0000-00-00 00:00:00,0000-00-00 00:00:00
822,MySQL,2,"San Francisco, CA",Pleasant Hill,California,37.774929,-122.419416,34127,0000-00-00 00:00:00,0000-00-00 00:00:00
823,C++,18,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
824,Java,42,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
825,PHP,7,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
826,Ruby,23,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
827,Android,16,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
828,.NET,35,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
829,Python,8,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
830,iOS,28,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
831,Javascript,24,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
832,MySQL,23,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
833,NoSQL,8,"San Jose, CA",Pleasanton,California,37.338208,-121.886329,74110,0000-00-00 00:00:00,0000-00-00 00:00:00
834,Java,2,"San Jose, CA",Portola Valley,California,37.338208,-121.886329,4518,0000-00-00 00:00:00,0000-00-00 00:00:00
835,Ruby,1,"San Jose, CA",Portola Valley,California,37.338208,-121.886329,4518,0000-00-00 00:00:00,0000-00-00 00:00:00
836,Javascript,1,"San Jose, CA",Portola Valley,California,37.338208,-121.886329,4518,0000-00-00 00:00:00,0000-00-00 00:00:00
837,C++,5,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
838,PHP,1,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
839,iOS,1,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
840,Python,1,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
841,MySQL,2,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
842,Javascript,3,"San Diego, CA",Poway,California,32.715738,-117.161084,49417,0000-00-00 00:00:00,0000-00-00 00:00:00
843,iOS,1,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
844,.NET,4,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
845,Python,5,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
846,Javascript,5,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
847,PHP,2,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
848,Java,5,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
849,C++,6,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
850,Ruby,2,"Los Angeles, CA",Redondo Beach,California,34.052234,-118.243685,67815,0000-00-00 00:00:00,0000-00-00 00:00:00
851,iOS,2,"San Jose, CA",Redwood,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
852,iOS,62,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
853,MySQL,2,"San Jose, CA",Redwood,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
854,MySQL,64,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
855,NoSQL,61,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
856,.NET,38,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
857,Python,2,"San Jose, CA",Redwood,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
858,Python,81,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
859,Javascript,83,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
860,PHP,38,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
861,Java,107,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
862,Android,1,"San Jose, CA",Redwood,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
863,C++,54,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
864,Android,58,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
865,Ruby,51,"San Jose, CA",Redwood City,California,37.338208,-121.886329,80872,0000-00-00 00:00:00,0000-00-00 00:00:00
866,C++,7,"San Francisco, CA",Richmond,California,37.774929,-122.419416,107571,0000-00-00 00:00:00,0000-00-00 00:00:00
867,.NET,4,"San Francisco, CA",Richmond,California,37.774929,-122.419416,107571,0000-00-00 00:00:00,0000-00-00 00:00:00
868,iOS,5,"San Francisco, CA",Richmond,California,37.774929,-122.419416,107571,0000-00-00 00:00:00,0000-00-00 00:00:00
869,PHP,1,"San Francisco, CA",Richmond,California,37.774929,-122.419416,107571,0000-00-00 00:00:00,0000-00-00 00:00:00
870,PHP,1,"Los Angeles, CA",Rosemead,California,34.052234,-118.243685,54561,0000-00-00 00:00:00,0000-00-00 00:00:00
871,Java,3,"Los Angeles, CA",Rosemead,California,34.052234,-118.243685,54561,0000-00-00 00:00:00,0000-00-00 00:00:00
872,.NET,5,"Los Angeles, CA",Rosemead,California,34.052234,-118.243685,54561,0000-00-00 00:00:00,0000-00-00 00:00:00
873,Ruby,27,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
874,NoSQL,14,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
875,MySQL,16,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
876,PHP,3,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
877,Android,13,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
878,Java,45,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
879,Python,18,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
880,iOS,9,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
881,C++,10,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
882,Javascript,25,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
883,.NET,8,"San Francisco, CA",San Bruno,California,37.774929,-122.419416,42443,0000-00-00 00:00:00,0000-00-00 00:00:00
884,Ruby,13,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
885,NoSQL,8,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
886,MySQL,8,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
887,PHP,2,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
888,Android,3,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
889,Java,5,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
890,Python,4,"San Jose, CA",San Carlos,California,37.338208,-121.886329,29387,0000-00-00 00:00:00,0000-00-00 00:00:00
